Year,Month,Indicator,Value,State
2018,January,Number of Drug Overdose Deaths,"1,048",Colorado
2018,July,Number of Drug Overdose Deaths,"1,035",Colorado
2018,June,Number of Drug Overdose Deaths,"1,035",Colorado
2018,March,Number of Drug Overdose Deaths,"1,068",Colorado
2018,May,Number of Drug Overdose Deaths,"1,058",Colorado
2018,November,Number of Drug Overdose Deaths,991,Colorado
2018,October,Number of Drug Overdose Deaths,"1,018",Colorado
2018,September,Number of Drug Overdose Deaths,"1,017",Colorado
2019,April,Number of Drug Overdose Deaths,994,Colorado
2019,August,Number of Drug Overdose Deaths,"1,017",Colorado
2019,December,Number of Drug Overdose Deaths,"1,100",Colorado
2019,February,Number of Drug Overdose Deaths,999,Colorado
2019,January,Number of Drug Overdose Deaths,992,Colorado
2019,July,Number of Drug Overdose Deaths,"1,008",Colorado
2019,June,Number of Drug Overdose Deaths,"1,007",Colorado
2019,March,Number of Drug Overdose Deaths,989,Colorado
2019,May,Number of Drug Overdose Deaths,992,Colorado
2019,November,Number of Drug Overdose Deaths,"1,072",Colorado
2019,October,Number of Drug Overdose Deaths,"1,054",Colorado
2019,September,Number of Drug Overdose Deaths,"1,038",Colorado
2020,April,Number of Drug Overdose Deaths,"1,230",Colorado
2020,August,Number of Drug Overdose Deaths,"1,438",Colorado
2020,December,Number of Drug Overdose Deaths,"1,512",Colorado
2020,February,Number of Drug Overdose Deaths,"1,131",Colorado
2020,January,Number of Drug Overdose Deaths,"1,120",Colorado
2020,July,Number of Drug Overdose Deaths,"1,375",Colorado
2020,June,Number of Drug Overdose Deaths,"1,321",Colorado
2020,March,Number of Drug Overdose Deaths,"1,174",Colorado
2020,May,Number of Drug Overdose Deaths,"1,296",Colorado
2020,November,Number of Drug Overdose Deaths,"1,519",Colorado
2020,October,Number of Drug Overdose Deaths,"1,490",Colorado
2020,September,Number of Drug Overdose Deaths,"1,479",Colorado
2021,April,Number of Drug Overdose Deaths,"1,654",Colorado
2021,August,Number of Drug Overdose Deaths,"1,785",Colorado
2021,December,Number of Drug Overdose Deaths,"1,917",Colorado
2021,February,Number of Drug Overdose Deaths,"1,583",Colorado
2021,January,Number of Drug Overdose Deaths,"1,557",Colorado
2021,July,Number of Drug Overdose Deaths,"1,763",Colorado
2021,June,Number of Drug Overdose Deaths,"1,738",Colorado
2021,March,Number of Drug Overdose Deaths,"1,632",Colorado
2021,May,Number of Drug Overdose Deaths,"1,677",Colorado
2021,November,Number of Drug Overdose Deaths,"1,887",Colorado
2021,October,Number of Drug Overdose Deaths,"1,866",Colorado
2021,September,Number of Drug Overdose Deaths,"1,830",Colorado
2022,April,Number of Drug Overdose Deaths,"1,911",Colorado
2022,August,Number of Drug Overdose Deaths,"1,811",Colorado
2022,February,Number of Drug Overdose Deaths,"1,960",Colorado
2022,January,Number of Drug Overdose Deaths,"1,932",Colorado
2022,July,Number of Drug Overdose Deaths,"1,841",Colorado
2022,June,Number of Drug Overdose Deaths,"1,859",Colorado
2022,March,Number of Drug Overdose Deaths,"1,933",Colorado
2022,May,Number of Drug Overdose Deaths,"1,905",Colorado
2015,April,Number of Drug Overdose Deaths,650,Connecticut
2015,August,Number of Drug Overdose Deaths,728,Connecticut
2015,December,Number of Drug Overdose Deaths,799,Connecticut
2015,February,Number of Drug Overdose Deaths,633,Connecticut
2015,January,Number of Drug Overdose Deaths,631,Connecticut
2015,July,Number of Drug Overdose Deaths,722,Connecticut
2015,June,Number of Drug Overdose Deaths,670,Connecticut
2015,March,Number of Drug Overdose Deaths,639,Connecticut
2015,May,Number of Drug Overdose Deaths,652,Connecticut
2015,November,Number of Drug Overdose Deaths,800,Connecticut
2015,October,Number of Drug Overdose Deaths,779,Connecticut
2015,September,Number of Drug Overdose Deaths,748,Connecticut
2016,April,Number of Drug Overdose Deaths,869,Connecticut
2016,August,Number of Drug Overdose Deaths,928,Connecticut
2016,December,Number of Drug Overdose Deaths,974,Connecticut
2016,February,Number of Drug Overdose Deaths,836,Connecticut
2016,January,Number of Drug Overdose Deaths,824,Connecticut
2016,July,Number of Drug Overdose Deaths,906,Connecticut
2016,June,Number of Drug Overdose Deaths,909,Connecticut
2016,March,Number of Drug Overdose Deaths,849,Connecticut
2016,May,Number of Drug Overdose Deaths,895,Connecticut
2016,November,Number of Drug Overdose Deaths,939,Connecticut
2016,October,Number of Drug Overdose Deaths,918,Connecticut
2016,September,Number of Drug Overdose Deaths,929,Connecticut
2017,April,Number of Drug Overdose Deaths,"1,018",Connecticut
2017,August,Number of Drug Overdose Deaths,"1,081",Connecticut
2017,December,Number of Drug Overdose Deaths,"1,080",Connecticut
2017,February,Number of Drug Overdose Deaths,994,Connecticut
2017,January,Number of Drug Overdose Deaths,985,Connecticut
2017,July,Number of Drug Overdose Deaths,"1,074",Connecticut
2017,June,Number of Drug Overdose Deaths,"1,056",Connecticut
2017,March,Number of Drug Overdose Deaths,"1,019",Connecticut
2017,May,Number of Drug Overdose Deaths,"1,046",Connecticut
2017,November,Number of Drug Overdose Deaths,"1,066",Connecticut
2017,October,Number of Drug Overdose Deaths,"1,092",Connecticut
2017,September,Number of Drug Overdose Deaths,"1,083",Connecticut
2018,April,Number of Drug Overdose Deaths,"1,065",Connecticut
2018,August,Number of Drug Overdose Deaths,"1,063",Connecticut
2018,December,Number of Drug Overdose Deaths,"1,070",Connecticut
2018,February,Number of Drug Overdose Deaths,"1,058",Connecticut
2018,January,Number of Drug Overdose Deaths,"1,053",Connecticut
2018,July,Number of Drug Overdose Deaths,"1,066",Connecticut
2018,June,Number of Drug Overdose Deaths,"1,069",Connecticut
2018,March,Number of Drug Overdose Deaths,"1,065",Connecticut
2018,May,Number of Drug Overdose Deaths,"1,052",Connecticut
2018,November,Number of Drug Overdose Deaths,"1,097",Connecticut
2018,October,Number of Drug Overdose Deaths,"1,081",Connecticut
2018,September,Number of Drug Overdose Deaths,"1,083",Connecticut
2019,April,Number of Drug Overdose Deaths,"1,080",Connecticut
2019,August,Number of Drug Overdose Deaths,"1,183",Connecticut
2019,December,Number of Drug Overdose Deaths,"1,231",Connecticut
2019,February,Number of Drug Overdose Deaths,"1,080",Connecticut
2019,January,Number of Drug Overdose Deaths,"1,087",Connecticut
2019,July,Number of Drug Overdose Deaths,"1,130",Connecticut
2019,June,Number of Drug Overdose Deaths,"1,102",Connecticut
2019,March,Number of Drug Overdose Deaths,"1,074",Connecticut
2019,May,Number of Drug Overdose Deaths,"1,093",Connecticut
2019,November,Number of Drug Overdose Deaths,"1,197",Connecticut
2019,October,Number of Drug Overdose Deaths,"1,189",Connecticut
2019,September,Number of Drug Overdose Deaths,"1,185",Connecticut
2020,April,Number of Drug Overdose Deaths,"1,333",Connecticut
2020,August,Number of Drug Overdose Deaths,"1,324",Connecticut
2020,December,Number of Drug Overdose Deaths,"1,385",Connecticut
2020,February,Number of Drug Overdose Deaths,"1,276",Connecticut
2020,January,Number of Drug Overdose Deaths,"1,263",Connecticut
2020,July,Number of Drug Overdose Deaths,"1,362",Connecticut
2020,June,Number of Drug Overdose Deaths,"1,348",Connecticut
2020,March,Number of Drug Overdose Deaths,"1,288",Connecticut
2020,May,Number of Drug Overdose Deaths,"1,348",Connecticut
2020,November,Number of Drug Overdose Deaths,"1,368",Connecticut
2020,October,Number of Drug Overdose Deaths,"1,364",Connecticut
2020,September,Number of Drug Overdose Deaths,"1,353",Connecticut
2021,April,Number of Drug Overdose Deaths,"1,418",Connecticut
2021,August,Number of Drug Overdose Deaths,"1,510",Connecticut
2021,December,Number of Drug Overdose Deaths,"1,562",Connecticut
2021,February,Number of Drug Overdose Deaths,"1,417",Connecticut
2021,January,Number of Drug Overdose Deaths,"1,393",Connecticut
2021,July,Number of Drug Overdose Deaths,"1,461",Connecticut
2021,June,Number of Drug Overdose Deaths,"1,449",Connecticut
2021,March,Number of Drug Overdose Deaths,"1,432",Connecticut
2021,May,Number of Drug Overdose Deaths,"1,435",Connecticut
2021,November,Number of Drug Overdose Deaths,"1,566",Connecticut
2021,October,Number of Drug Overdose Deaths,"1,541",Connecticut
2021,September,Number of Drug Overdose Deaths,"1,525",Connecticut
2022,April,Number of Drug Overdose Deaths,"1,538",Connecticut
2022,August,Number of Drug Overdose Deaths,"1,424",Connecticut
2022,February,Number of Drug Overdose Deaths,"1,538",Connecticut
2022,January,Number of Drug Overdose Deaths,"1,547",Connecticut
2022,July,Number of Drug Overdose Deaths,"1,464",Connecticut
2022,June,Number of Drug Overdose Deaths,"1,506",Connecticut
2022,March,Number of Drug Overdose Deaths,"1,537",Connecticut
2022,May,Number of Drug Overdose Deaths,"1,523",Connecticut
2015,April,Number of Drug Overdose Deaths,200,Delaware
2015,August,Number of Drug Overdose Deaths,192,Delaware
2015,December,Number of Drug Overdose Deaths,195,Delaware
2015,February,Number of Drug Overdose Deaths,208,Delaware
2015,January,Number of Drug Overdose Deaths,210,Delaware
2015,July,Number of Drug Overdose Deaths,202,Delaware
2015,June,Number of Drug Overdose Deaths,199,Delaware
2015,March,Number of Drug Overdose Deaths,208,Delaware
2015,May,Number of Drug Overdose Deaths,195,Delaware
2015,November,Number of Drug Overdose Deaths,194,Delaware
2015,October,Number of Drug Overdose Deaths,187,Delaware
2015,September,Number of Drug Overdose Deaths,201,Delaware
2016,April,Number of Drug Overdose Deaths,199,Delaware
2016,August,Number of Drug Overdose Deaths,245,Delaware
2016,December,Number of Drug Overdose Deaths,285,Delaware
2016,February,Number of Drug Overdose Deaths,189,Delaware
2016,January,Number of Drug Overdose Deaths,181,Delaware
2016,July,Number of Drug Overdose Deaths,233,Delaware
2016,June,Number of Drug Overdose Deaths,221,Delaware
2016,March,Number of Drug Overdose Deaths,188,Delaware
2016,May,Number of Drug Overdose Deaths,216,Delaware
2016,November,Number of Drug Overdose Deaths,268,Delaware
2016,October,Number of Drug Overdose Deaths,254,Delaware
2016,September,Number of Drug Overdose Deaths,245,Delaware
2017,April,Number of Drug Overdose Deaths,313,Delaware
2017,August,Number of Drug Overdose Deaths,326,Delaware
2017,December,Number of Drug Overdose Deaths,341,Delaware
2017,February,Number of Drug Overdose Deaths,309,Delaware
2017,January,Number of Drug Overdose Deaths,310,Delaware
2017,July,Number of Drug Overdose Deaths,320,Delaware
2017,June,Number of Drug Overdose Deaths,313,Delaware
2017,March,Number of Drug Overdose Deaths,312,Delaware
2017,May,Number of Drug Overdose Deaths,310,Delaware
2017,November,Number of Drug Overdose Deaths,345,Delaware
2017,October,Number of Drug Overdose Deaths,338,Delaware
2017,September,Number of Drug Overdose Deaths,329,Delaware
2018,April,Number of Drug Overdose Deaths,360,Delaware
2018,August,Number of Drug Overdose Deaths,381,Delaware
2018,December,Number of Drug Overdose Deaths,399,Delaware
2018,February,Number of Drug Overdose Deaths,338,Delaware
2018,January,Number of Drug Overdose Deaths,330,Delaware
2018,July,Number of Drug Overdose Deaths,363,Delaware
2018,June,Number of Drug Overdose Deaths,367,Delaware
2018,March,Number of Drug Overdose Deaths,354,Delaware
2018,May,Number of Drug Overdose Deaths,366,Delaware
2018,November,Number of Drug Overdose Deaths,405,Delaware
2018,October,Number of Drug Overdose Deaths,406,Delaware
2018,September,Number of Drug Overdose Deaths,393,Delaware
2019,April,Number of Drug Overdose Deaths,392,Delaware
2019,August,Number of Drug Overdose Deaths,421,Delaware
2019,December,Number of Drug Overdose Deaths,423,Delaware
2019,February,Number of Drug Overdose Deaths,401,Delaware
2019,January,Number of Drug Overdose Deaths,403,Delaware
2019,July,Number of Drug Overdose Deaths,427,Delaware
2019,June,Number of Drug Overdose Deaths,418,Delaware
2019,March,Number of Drug Overdose Deaths,394,Delaware
2019,May,Number of Drug Overdose Deaths,404,Delaware
2019,November,Number of Drug Overdose Deaths,399,Delaware
2019,October,Number of Drug Overdose Deaths,407,Delaware
2019,September,Number of Drug Overdose Deaths,416,Delaware
2020,April,Number of Drug Overdose Deaths,463,Delaware
2020,August,Number of Drug Overdose Deaths,473,Delaware
2020,December,Number of Drug Overdose Deaths,449,Delaware
2020,February,Number of Drug Overdose Deaths,447,Delaware
2020,January,Number of Drug Overdose Deaths,428,Delaware
2020,July,Number of Drug Overdose Deaths,475,Delaware
2020,June,Number of Drug Overdose Deaths,476,Delaware
2020,March,Number of Drug Overdose Deaths,454,Delaware
2020,May,Number of Drug Overdose Deaths,472,Delaware
2020,November,Number of Drug Overdose Deaths,467,Delaware
2020,October,Number of Drug Overdose Deaths,475,Delaware
2020,September,Number of Drug Overdose Deaths,476,Delaware
2021,April,Number of Drug Overdose Deaths,460,Delaware
2021,August,Number of Drug Overdose Deaths,447,Delaware
2021,December,Number of Drug Overdose Deaths,502,Delaware
2021,February,Number of Drug Overdose Deaths,449,Delaware
2021,January,Number of Drug Overdose Deaths,456,Delaware
2021,July,Number of Drug Overdose Deaths,445,Delaware
2021,June,Number of Drug Overdose Deaths,452,Delaware
2021,March,Number of Drug Overdose Deaths,460,Delaware
2021,May,Number of Drug Overdose Deaths,456,Delaware
2021,November,Number of Drug Overdose Deaths,476,Delaware
2021,October,Number of Drug Overdose Deaths,457,Delaware
2021,September,Number of Drug Overdose Deaths,440,Delaware
2022,April,Number of Drug Overdose Deaths,504,Delaware
2022,August,Number of Drug Overdose Deaths,526,Delaware
2022,February,Number of Drug Overdose Deaths,508,Delaware
2022,January,Number of Drug Overdose Deaths,507,Delaware
2022,July,Number of Drug Overdose Deaths,524,Delaware
2022,June,Number of Drug Overdose Deaths,519,Delaware
2022,March,Number of Drug Overdose Deaths,505,Delaware
2022,May,Number of Drug Overdose Deaths,515,Delaware
2015,April,Number of Drug Overdose Deaths,"2,886",Florida
2015,August,Number of Drug Overdose Deaths,"3,204",Florida
2015,December,Number of Drug Overdose Deaths,"3,352",Florida
2015,February,Number of Drug Overdose Deaths,"2,824",Florida
2015,January,Number of Drug Overdose Deaths,"2,755",Florida
2015,July,Number of Drug Overdose Deaths,"3,117",Florida
2015,June,Number of Drug Overdose Deaths,"2,983",Florida
2015,March,Number of Drug Overdose Deaths,"2,862",Florida
2015,May,Number of Drug Overdose Deaths,"2,958",Florida
2015,November,Number of Drug Overdose Deaths,"3,340",Florida
2015,October,Number of Drug Overdose Deaths,"3,341",Florida
2015,September,Number of Drug Overdose Deaths,"3,270",Florida
2016,April,Number of Drug Overdose Deaths,"3,703",Florida
2016,August,Number of Drug Overdose Deaths,"4,091",Florida
2016,December,Number of Drug Overdose Deaths,"4,996",Florida
2016,February,Number of Drug Overdose Deaths,"3,401",Florida
2016,January,Number of Drug Overdose Deaths,"3,324",Florida
2016,July,Number of Drug Overdose Deaths,"3,973",Florida
2016,June,Number of Drug Overdose Deaths,"3,843",Florida
2016,March,Number of Drug Overdose Deaths,"3,596",Florida
2016,May,Number of Drug Overdose Deaths,"3,759",Florida
2016,November,Number of Drug Overdose Deaths,"4,836",Florida
2016,October,Number of Drug Overdose Deaths,"4,579",Florida
2016,September,Number of Drug Overdose Deaths,"4,279",Florida
2017,April,Number of Drug Overdose Deaths,"5,386",Florida
2017,August,Number of Drug Overdose Deaths,"5,627",Florida
2017,December,Number of Drug Overdose Deaths,"5,440",Florida
2017,February,Number of Drug Overdose Deaths,"5,230",Florida
2017,January,Number of Drug Overdose Deaths,"5,179",Florida
2017,July,Number of Drug Overdose Deaths,"5,602",Florida
2017,June,Number of Drug Overdose Deaths,"5,676",Florida
2017,March,Number of Drug Overdose Deaths,"5,287",Florida
2017,May,Number of Drug Overdose Deaths,"5,535",Florida
2017,November,Number of Drug Overdose Deaths,"5,415",Florida
2017,October,Number of Drug Overdose Deaths,"5,475",Florida
2017,September,Number of Drug Overdose Deaths,"5,592",Florida
2018,April,Number of Drug Overdose Deaths,"5,272",Florida
2018,August,Number of Drug Overdose Deaths,"5,062",Florida
2018,December,Number of Drug Overdose Deaths,"4,936",Florida
